mid,standard_question,standard_answer
458,"For a 10-year deferred savings insurance plan for a member aged 45, the following assumptions are made: 
(i) $i=0.05$ 
(ii) Expenses are $70\%$ of savings amount plus 50 in the first year, $5\%$ of savings amount in renewal years. 
(iii) $q_{45+t}=0.005+0.001 t$ (probability of death) 
(iv) Withdrawal probability is 0.06 each year. 

You are given: 
(i) Annual savings amount payable in all years is 175. 
(ii) Reserves are gross premium reserves. 
(iii) The initial gross premium reserve at time 0 is -250. 
(iv) Cash values are 0, 60, and 300 at the ends of years 1, 2, and 3, paid only upon withdrawal. 
(v) For 500 members enrolled, the following experience: 

| Year | Deaths | Withdrawals | Interest | Expense | 
| :---: | :---: | :---: | :---: | :---: | 
| 1 | 2 | 62 | 0.046 | 160 | 
| 2 | 2 | 30 | 0.052 | 10 | 
| 3 | 6 | 24 | 0.050 | 12 | 

During the 10-year savings period, no maturity benefit is paid, but the reserve is released upon death or withdrawal. 

Gains are analyzed in the order interest, expense, mortality, withdrawal. Given that the reserve at the end of third year is $-32.63$. 

Calculate the mortality gain in the third year for the entire plan.(The final answer should have 2 decimal places)",103.48
459,"李某向汽车金融公司贷款200,000元购买汽车，年名义利率为4%，按月复利，期限为10年。如果每月初等额还款，求每月的还款额。（结果保留两位小数）",2018.18
460,某确定给付型企业年金计划承诺在9年后支付满期给付额100元，年金年给付率为9%，期初精算现值118.88元。计算该年金承诺的Macaulay久期。（结果保留2位小数）（注：所有计算基于年实际收益率，精算符号符合规范。）,6.75
461,某 5 年期的债券面值为 1000 元，每半年支付 1 次的票息为 60 元，每年计息两次的年名义收益率为 $8\%$。该债券可在第 3 年后以面值赎回。如果在购买 2 年 2 个月后，债券以其当时账面价格卖出，则用理论法计算的账面价格为多少元。（假设债券未被赎回）（结果保留2位小数）,1119.38
462,"For a special 10-year deferred education endowment fund payable annually in advance to a beneficiary aged 70, with annual payments of 50,000 if the beneficiary survives, purchased by an individual aged 60, you are given: 
(i) Level annual net premiums are payable for 10 years 
(ii) If the purchaser dies in year k (k=1,2,...,10), a death benefit of kP is payable at the end of the year of death 
(iii) \( \ddot{a}_{60} = 12.5 \) 
(iv) \( \ddot{a}_{60:\overline{10}|} = 7.5 \) 
(v) \( A_{60:\overline{10}|}^{1} = 0.08 \) 
(vi) \( \sum_{k=1}^{10} A_{60:\overline{k}|}^{1} = 0.59 \) 
Calculate the net premium for this special fund.(The final answer must be an integer)",34674
463,"考虑从退休基金资产中支付的期初年金组合：

| 年龄 | 年金领取人数 | $A_{x}$ | ${}^2A_{x}$ |
|------|--------------|---------|------------|
| 70 | 30 | 0.4398 | 0.2360 |
| 80 | 20 | 0.5915 | 0.3868 |

附：生命表（节选）
| 年龄 | $A_{x}$ | ${}^2A_{x}$ |
|------|---------|------------|
| 70 | 0.4398 | 0.2360 |
| 80 | 0.5915 | 0.3868 |

已知 \( i = 6\% \)，只要年金领取人活着，每个年金的年支付额是1。若正态分布95%的分位数是1.645，则退休基金负担现值为多少？（结果保留1位小数）",482.5
464,"You're given the following information for a health insurance portfolio:

- Cumulative settled medical expense amounts

| \( \mathbf{SY}/\mathbf{DY} \) | 0 | 1 | 2 | 3 |
|-------------------------------:|-------:|-------:|-------:|-------:|
| 0 | 32,713 | 58,113 | 70,532 | 75,335 |
| 1 | 35,937 | 62,305 | 81,716 | |
| 2 | 35,267 | 71,171 | | |
| 3 | 50,000 | | | |

- Cumulative settled treatment cases

| \( \mathbf{SY/DY} \) | 0 | 1 | 2 | 3 |
|----------------------:|------:|------:|------:|------:|
| 0 | 1,500 | 2,087 | 2,410 | 2,805 |
| 1 | 1,650 | 2,228 | 2,710 | |
| 2 | 1,550 | 2,298 | | |
| 3 | 2,000 | | | |

- Incremental average treatment costs

| \( \mathbf{SY/DY} \) | 0 | 1 | 2 | 3 |
|----------------------:|------:|------:|------:|------:|
| 3 | 25.00 | | | |

Assume that all medical cases are settled by the end of DY 3. When calculating development factors, if only one historical data point is available, use that value directly.

Estimate the ultimate medical expense for SY 2 by using chain-ladder on the frequency and severity development triangles.(The final answer must be an integer)",96038
465,"Santiago Substandard Motorcycle Company (SSMC) sells motorcycle insurance to high-risk riders. Each policy covers one motorcycle. In 2021, SSMC had 10,000 policies with full coverage (no deductibles or limits). The claims distribution is:

| Number of claims in 2021 | 0 | 1 | 2 | 3 | 4 |
| :---: | :---: | :---: | :---: | :---: | :---: |
| Number of Policies | 2400 | 3400 | 2400 | 1500 | 300 |

SSMC performs a Chi-Square Test at 99% significance to assess if the data follows a Poisson distribution. For the test, categories 3 and 4 are combined into ""3+"".
Compute the Chi-Square test statistic. (The final answer should have 3 decimal places)",19.864
466,"Automobile warranty claim amounts for Model Series X follow an exponential distribution with mean $\theta$. Product liability claim amounts for Model Series Y follow a two-parameter Pareto distribution with parameters $\alpha=3$ and $\theta$. The parameter $\theta$ is the same for both series.

You have the following observations from Model Series X:

$$200, 300, 491$$

and the following observation from Model Series Y:

$$260$$

Determine the $\theta$ that maximizes the likelihood of this sample.(The final answer should have 3 decimal places)",406.293
467,"A 25-year mortgage of 1,150 issued to (40) is to be repaid with equal annual payments at the end of each year. A 25-year term insurance has a death benefit which will pay off the remaining mortgage balance at the end of the year of death, including the payment then due.

You are given:
(i) $i=0.05$
(ii) $\ddot{a}_{40:\overline{25}|}=14$
(iii) ${}_{25}q_{40}=0.2$
Calculate the annual net premium for this term insurance.(The final answer must be an integer)",5
468,"A last-to-default credit default swap is issued on two reference entities, A and B. You are given:
(i) The default events of the two entities are independent.
(ii) A payout of 100,000 is payable at the end of the year of the last default.
(iii) Premiums of 1200 are payable at the beginning of each year that the swap is active.
(iv) Renewal expenses are $5 \%$ of premium plus 50.
(v) The end-of-year reserves are

| Year | Both non-default | A non-default | B non-default |
| :---: | :---: | :---: | :---: |
| 14 | 15,200 | 47,300 | 40,000 |
| 15 | 16,400 | 49,400 | 42,000 |

(vi) In the profit test basis:
(a) The probability of survival to year 14 for A is 0.767, for B is 0.88.
(b) The one-year default probability at year 14 for A is 0.02, for B is 0.015.
(c) $i=0.08$.
Calculate $\Pi_{15}$, the $15^{\text {th }}$ year profit per issued derivative.
(The final answer should have 3 decimal places)",599.852
469,"A warranty contract for electronic components in a data center guarantees to replace failed components at the end of each year for three years. The data center has 20,000 components. All components are new. If a replacement component fails, it will also be replaced with a new component. The contract has a 50% coinsurance provision, meaning the contract pays only 50% of the replacement cost of each component.

You are given:
(i) For new components, $q_{0}=0.10, q_{1}=0.30$ and $q_{2}=0.50$.
(ii) Each component costs 1.
(iii) $i=0.05$
Calculate the actuarial present value of the contract.(The final answer should have 2 decimal places)",6688.26
470,面值 1000 元的 3 年期可赎回债券，票息率为每年计息两次的年名义利率 12%，收益率为每年计息两次的年名义利率 8%。投资者需通过利率为每年计息两次的年名义利率 6% 的偿债基金来赎回溢价（即债券价格超过面值的部分），求该债券的价格。（保留两位小数）,1102.81
471,"A reinsurance company is structuring two continuous annuity contracts for a life insurer's portfolio, both targeting individuals aged 65. The contracts are:

1. A continuous life annuity that pays \$30,000 annually.

2. A continuous life annuity with a 10-year certain period, meaning benefits are paid for life but guaranteed for a minimum of 10 years.

The annual benefit for the second annuity is calibrated so that the expected present values of both contracts are identical.

With \( \delta = 0.02 \) and \( \mu = 0.032 \), compute the annual benefit amount for the second annuity. 
(The final answer should be rounded to 2 decimal places)",28147.32
472,"Fifty independent individuals aged 65 purchase whole life annuities-due paying 100 per year. The force of mortality is a constant 0.01 (implying death times follow an exponential distribution) and the force of interest is 0.05.

Using the normal approximation, calculate the size of the initial fund needed so that there is a 90% probability that the fund will be sufficient to make all annuity payments.(The final answer must be an integer)",90412
473,设某健康保险计划中，年度医疗成本增长因子 \( 1 + C_k \) 服从参数为 \(\boldsymbol{\delta = 0.12}\)，\(\sigma^2 = 0.001\) 的对数正态分布。计算变量 \(\boldsymbol{V(5)}\) 与 \(\boldsymbol{\delta = 0.12}\) 的相应的确定性数值。（结果保留3位小数）,1.822
474,"某养老保险的退休给付规定为每工作一年，退休后每月给付30元。某职工40岁加入养老保险，60岁退休（工作20年），退休金每月发放一次。已知：
1. \( {\ddot{a}}_{60}^{(12)} = 10 \)（终身期初生存年金现值系数，已考虑月度支付和生存概率）
2. 利率6%
3. 根据附表全国市镇从业人口生命表，计算40岁加入时的未来给付精算现值。(结果保留2位小数)

附表??? 全国市镇从业人员生命表（男女混合表）（1989—1990年）

$$
\begin{array}{|c|c|c|c|c|c|c|}
\hline
X & l_x & q_x & d_x & L_x & T_x &e_x \\
\hline
15 & 1000000 & 0.002679 & 2679 & 998660 & 55290221 & 55.290 \\
16 & 997321 & 0.002187 & 2181 & 996230 & 54291561 & 54.437 \\
17 & 995140 & 0.001959 & 1949 & 994165 & 53295331 & 53.556 \\
18 & 993191 & 0.001938 & 1925 & 992228 & 52301165 & 52.660 \\
19 & 991266 & 0.001843 & 1827 & 990353 & 51308337 & 51.761 \\
20 & 989439 & 0.001753 & 1735 & 988572 & 50318584 & 50.856 \\
21 & 987705 & 0.001837 & 1815 & 986797 & 49330102 & 49.944 \\
22 & 985890 & 0.001743 & 1719 & 985031 & 48343214 & 49.035 \\
23 & 984172 & 0.001844 & 1815 & 983264 & 47358184 & 48.120 \\
24 & 982357 & 0.001789 & 1757 & 981478 & 46374920 & 47.208 \\
25 & 980599 & 0.001599 & 1568 & 979816 & 45393442 & 46.292 \\
26 & 979032 & 0.001541 & 1509 & 978277 & 44413626 & 45.365 \\
27 & 977523 & 0.001562 & 1527 & 976760 & 43435348 & 44.434 \\
28 & 975996 & 0.001461 & 1426 & 975283 & 42458589 & 43.503 \\
29 & 974570 & 0.008030 & 7825 & 970657 & 41483306 & 42.566 \\
30 & 966745 & 0.001661 & 1606 & 965942 & 40512648 & 41.906 \\
31 & 965139 & 0.001795 & 1733 & 964272 & 39546707 & 40.975 \\
32 & 963406 & 0.001877 & 1808 & 962502 & 38582435 & 40.048 \\
33 & 961598 & 0.001865 & 1794 & 960701 & 37619933 & 39.122 \\
34 & 959804 & 0.001966 & 1887 & 958861 & 36659232 & 38.194 \\
35 & 957918 & 0.002190 & 2098 & 956869 & 35700371 & 37.269 \\
36 & 955820 & 0.002206 & 2109 & 954765 & 34743502 & 36.349 \\
37 & 953711 & 0.002448 & 2335 & 952544 & 33788737 & 35429 \\
38 & 951376 & 0.002461 & 2341 & 950206 & 32836193 & 34.514 \\
39 & 949035 & 0.002739 & 2600 & 947735 & 31885988 & 33.598 \\
40 & 946435 & 0.003078 & 2914 & 944979 & 30938253 & 32.689 \\
41 & 943522 & 0.003266 & 3082 & 941981 & 29993274 & 31.789 \\
42 & 940440 & 0.003546 & 3335 & 938773 & 29051293 & 30.891 \\
43 & 937105 & 0.003722 & 3488 & 935361 & 28112520 & 29.999 \\
44 & 933617 & 0.004276 & 3992 & 931621 & 27177159 & 29.110 \\
45 & 929625 & 0.004721 & 4389 & 927431 & 26245538 & 28.232 \\
46 & 925236 & 0.004967 & 4596 & 922938 & 25318107 & 27.364 \\
47 & 920640 & 0.005582 & 5139 & 918071 & 24395169 & 26.498 \\
48 & 915501 & 0.006101 & 5586 & 912708 & 23477098 & 25.644 \\
49 & 909916 & 0.007010 & 6378 & 906726 & 22564390 & 24.798 \\
\hline
\end{array}
$$

$$
\begin{array}{|c|c|c|c|c|c|c|}
\hline
X & l_x & q_x & d_x & L_x & T_x & e_x \\
\hline
50 & 903537 & 0.005364 & 4846 & 901114 & 21657664 & 23.970 \\
51 & 898691 & 0.004828 & 4339 & 896522 & 20756549 & 23.096 \\
52 & 894352 & 0.005006 & 4477 & 892113 & 19860028 & 22.206 \\
53 & 889875 & 0.005803 & 5164 & 887293 & 18967914 & 21.315 \\
54 & 884711 & 0.006476 & 5729 & 881846 & 18080622 & 20.437 \\
55 & 878981 & 0.007300 & 6416 & 875773 & 17198776 & 19.567 \\
56 & 872565 & 0.008255 & 7203 & 868963 & 16323002 & 18.707 \\
57 & 865362 & 0.008962 & 7755 & 861484 & 15454039 & 17.858 \\
58 & 857606 & 0.010387 & 8908 & 853152 & 14592555 & 17.015 \\
59 & 848698 & 0.013021 & 11051 & 843173 & 13739403 & 16.189 \\
60 & 837647 & 0.014173 & 11872 & 831711 & 12896230 & 15.396 \\
61 & 825775 & 0.016589 & 13699 & 818926 & 12064519 & 14.610 \\
62 & 812077 & 0.018930 & 15373 & 804390 & 11245593 & 13.848 \\
63 & 796704 & 0.021170 & 16866 & 788271 & 10441202 & 13.105 \\
64 & 779838 & 0.025225 & 19671 & 770002 & 9652931 & 12.378 \\
65 & 760167 & 0.027267 & 20728 & 749803 & 8882929 & 11.686 \\
66 & 739439 & 0.030635 & 22653 & 728112 & 8133126 & 10.999 \\
67 & 716786 & 0.034629 & 24821 & 704375 & 7405014 & 10.331 \\
68 & 691964 & 0.039509 & 27339 & 678295 & 6700639 & 9.684 \\
69 & 664626 & 0.046928 & 31190 & 649031 & 6022344 & 9.061 \\
70 & 633436 & 0.054485 & 34513 & 616179 & 5373314 & 8.483 \\
71 & 598923 & 0.060517 & 36215 & 580801 & 4757134 & 7.943 \\
72 & 562678 & 0.068757 & 38688 & 543334 & 4176334 & 7.422 \\
73 & 523990 & 0.075124 & 39364 & 504308 & 3632999 & 6.933 \\
74 & 484626 & 0.084768 & 41081 & 464086 & 3128691 & 6.456 \\
75 & 443545 & 0.096761 & 42918 & 422086 & 2664605 & 6.008 \\
76 & 400627 & 0.102353 & 41006 & 380125 & 2242519 & 5.598 \\
77 & 359622 & 0.115765 & 41631 & 338806 & 1862394 & 5.179 \\
78 & 317990 & 0.132968 & 42282 & 296849 & 1523588 & 4.791 \\
79 & 275708 & 0.148119 & 40838 & 255289 & 1226739 & 4.449 \\
80 & 234870 & 0.166071 & 39005 & 215368 & 971450 & 4.136 \\
81 & 195865 & 0.176572 & 34584 & 178573 & 756082 & 3.860 \\
82 & 161281 & 0.190182 & 30673 & 145945 & 577509 & 3.581 \\
83 & 130608 & 0.217008 & 28343 & 116437 & 431565 & 3.304 \\
84 & 102265 & 0.224988 & 23008 & 90761 & 315128 & 3.081 \\
\hline
\end{array}
$$

$$
\begin{array}{|c|c|c|c|c|c|c|}
\hline
X &l_x & q_x & d_x & L_x & T_x& e_x \\
\hline
85 & 79257 & 0.234010 & 18547 & 69983 & 224367 & 2.831 \\
86 & 60710 & 0.250532 & 15210 & 53105 & 154384 & 2.543 \\
87 & 45500 & 0.249236 & 11340 & 39830 & 101279 & 2.226 \\
88 & 34160 & 0.280516 & 9582 & 29369 & 61449 & 1.799 \\
89 & 24577 & 0.194330 & 4786 & 22184 & 32080 & 1.305 \\
90 & 19791 & 1.000000 & 19791 & 9896 & 9896 & 0.500 \\
\hline
\end{array}
$$",19869.43
